waypoint1	waypoint2	distance_m	duration_s
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	3708217	33.0375
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Utah State Capitol, Salt Lake City, UT 84103	2632968	23.90361111111111
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	1025967	9.347222222222221
400-498 N West St, Jackson, MS 39201	Missouri State Capitol, Jefferson City, MO 65101	874641	8.697777777777778
Michigan State Capitol, Lansing, MI 48933	New Jersey State House, Trenton, NJ 08608	1075790	9.922777777777778
Maine State House, Augusta, ME 04330	North Carolina State Capitol, Raleigh, NC 27601	1405764	13.345277777777778
Michigan State Capitol, Lansing, MI 48933	400-498 N West St, Jackson, MS 39201	1486311	13.251111111111111
Maryland State House, 100 State Cir, Annapolis, MD 21401	Utah State Capitol, Salt Lake City, UT 84103	3392343	30.753611111111113
Louisiana State Capitol, Baton Rouge, LA 70802	Missouri State Capitol, Jefferson City, MO 65101	1157480	11.186111111111112
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	300 SW 10th Ave, Topeka, KS 66612	2218253	20.36777777777778
Louisiana State Capitol, Baton Rouge, LA 70802	Rhode Island State House, 82 Smith Street, Providence, RI 02903	2496412	22.764166666666668
Utah State Capitol, Salt Lake City, UT 84103	Wyoming State Capitol, Cheyenne, WY 82001	713245	6.519166666666667
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	4078845	37.13194444444444
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	Oklahoma State Capitol, Oklahoma City, OK 73105	696496	6.364444444444445
Massachusetts State House, Boston, MA 02108	Minnesota State Capitol, St Paul, MN 55155	2235235	20.5425
North Dakota State Capitol, Bismarck, ND 58501	500 E Capitol Ave, Pierre, SD 57501	336454	3.381388888888889
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	500 E Capitol Ave, Pierre, SD 57501	1127755	10.738055555555556
Illinois State Capitol, Springfield, IL 62756	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1482225	14.017222222222221
402 S Monroe St, Tallahassee, FL 32301	Massachusetts State House, Boston, MA 02108	2109362	19.355833333333333
Oregon State Capitol, 900 Court St NE, Salem, OR 97301	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	4565848	41.25611111111111
402 S Monroe St, Tallahassee, FL 32301	Nevada State Capitol, Carson City, NV 89701	3969361	36.64666666666667
L St & 10th St, Sacramento, CA 95814	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	4312359	38.533055555555556
200 E Colfax Ave, Denver, CO 80203	Maine State House, Augusta, ME 04330	3418388	30.80361111111111
Indiana State Capitol, Indianapolis, IN 46204	Oklahoma State Capitol, Oklahoma City, OK 73105	1185153	10.749166666666667
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	New Mexico State Capitol, Santa Fe, NM 87501	3113952	28.691111111111113
Louisiana State Capitol, Baton Rouge, LA 70802	Maine State House, Augusta, ME 04330	2793719	25.500555555555554
Maine State House, Augusta, ME 04330	New Mexico State Capitol, Santa Fe, NM 87501	3823704	34.58638888888889
State House, 107 North Main Street, Concord, NH 03303	Virginia State Capitol, Richmond, VA 23219	981920	9.505555555555556
402 S Monroe St, Tallahassee, FL 32301	Minnesota State Capitol, St Paul, MN 55155	2196529	20.065
Minnesota State Capitol, St Paul, MN 55155	West Virginia State Capitol, Charleston, WV 25317	1438029	13.313888888888888
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	2748473	24.67
Utah State Capitol, Salt Lake City, UT 84103	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	1399410	12.69138888888889
State House, 107 North Main Street, Concord, NH 03303	Wyoming State Capitol, Cheyenne, WY 82001	3082303	28.630555555555556
Missouri State Capitol, Jefferson City, MO 65101	North Dakota State Capitol, Bismarck, ND 58501	1521256	13.33611111111111
L St & 10th St, Sacramento, CA 95814	Georgia State Capitol, Atlanta, GA 30334	3969099	35.581944444444446
700 W Jefferson St, Boise, ID 83720	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	3240708	28.74277777777778
Illinois State Capitol, Springfield, IL 62756	Virginia State Capitol, Richmond, VA 23219	1350670	12.571666666666667
Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	500 E Capitol Ave, Pierre, SD 57501	1836021	16.49972222222222
Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	Wyoming State Capitol, Cheyenne, WY 82001	1922417	17.38083333333333
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Rhode Island State House, 82 Smith Street, Providence, RI 02903	1945535	18.18722222222222
New York State Capitol, State St. and Washington Ave, Albany, NY 12224	Virginia State Capitol, Richmond, VA 23219	770231	7.3625
Missouri State Capitol, Jefferson City, MO 65101	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	565824	5.4494444444444445
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Indiana State Capitol, Indianapolis, IN 46204	1344056	12.471111111111112
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Oklahoma State Capitol, Oklahoma City, OK 73105	1274629	11.588611111111112
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	3389980	30.9225
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	700 W Jefferson St, Boise, ID 83720	3551935	31.739166666666666
North Carolina State Capitol, Raleigh, NC 27601	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	771396	7.4944444444444445
Illinois State Capitol, Springfield, IL 62756	Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	600913	5.644166666666667
Indiana State Capitol, Indianapolis, IN 46204	Missouri State Capitol, Jefferson City, MO 65101	589960	5.5311111111111115
402 S Monroe St, Tallahassee, FL 32301	Rhode Island State House, 82 Smith Street, Providence, RI 02903	2059331	18.823055555555555
Minnesota State Capitol, St Paul, MN 55155	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	2746945	24.42527777777778
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	New Mexico State Capitol, Santa Fe, NM 87501	774427	7.361111111111111
New Mexico State Capitol, Santa Fe, NM 87501	North Carolina State Capitol, Raleigh, NC 27601	2813969	25.462222222222223
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	500 E Capitol Ave, Pierre, SD 57501	660935	6.571111111111111
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	1316090	12.180277777777778
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	2999476	27.310555555555556
L St & 10th St, Sacramento, CA 95814	Michigan State Capitol, Lansing, MI 48933	3620857	32.124722222222225
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	700 W Jefferson St, Boise, ID 83720	3963934	35.91777777777778
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	West Virginia State Capitol, Charleston, WV 25317	3119986	28.509166666666665
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	L St & 10th St, Sacramento, CA 95814	3878584	34.79833333333333
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	1138460	10.850833333333334
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	North Carolina State Capitol, Raleigh, NC 27601	598142	5.8502777777777775
Rhode Island State House, 82 Smith Street, Providence, RI 02903	Vermont State House, 115 State Street, Montpelier, VT 05633	367228	3.4922222222222223
Maryland State House, 100 State Cir, Annapolis, MD 21401	Minnesota State Capitol, St Paul, MN 55155	1819133	16.771944444444443
402 S Monroe St, Tallahassee, FL 32301	500 E Capitol Ave, Pierre, SD 57501	2618860	23.874166666666667
Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	Rhode Island State House, 82 Smith Street, Providence, RI 02903	1165413	11.170277777777779
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	737764	6.850555555555555
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	743518	6.871666666666667
Indiana State Capitol, Indianapolis, IN 46204	Minnesota State Capitol, St Paul, MN 55155	942436	8.643333333333333
Utah State Capitol, Salt Lake City, UT 84103	West Virginia State Capitol, Charleston, WV 25317	2948970	26.514444444444443
400-498 N West St, Jackson, MS 39201	New Jersey State House, Trenton, NJ 08608	1860894	16.893333333333334
Maryland State House, 100 State Cir, Annapolis, MD 21401	State House, 107 North Main Street, Concord, NH 03303	781177	7.66
Utah State Capitol, Salt Lake City, UT 84103	Vermont State House, 115 State Street, Montpelier, VT 05633	3757481	34.615833333333335
Missouri State Capitol, Jefferson City, MO 65101	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1200610	11.5825
Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	Utah State Capitol, Salt Lake City, UT 84103	3287474	29.73472222222222
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	1013497	9.551666666666666
Louisiana State Capitol, Baton Rouge, LA 70802	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4129269	37.654444444444444
400-498 N West St, Jackson, MS 39201	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	957477	8.536666666666667
700 W Jefferson St, Boise, ID 83720	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	861910	8.105
Minnesota State Capitol, St Paul, MN 55155	400-498 N West St, Jackson, MS 39201	1616982	15.023333333333333
L St & 10th St, Sacramento, CA 95814	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	2461787	21.753611111111113
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Utah State Capitol, Salt Lake City, UT 84103	1062245	10.053888888888888
New Jersey State House, Trenton, NJ 08608	2 E Main St, Madison, WI 53703	1501153	13.934722222222222
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	402 S Monroe St, Tallahassee, FL 32301	1080808	10.475833333333334
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	2133342	19.453333333333333
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	New Mexico State Capitol, Santa Fe, NM 87501	1403049	12.560555555555556
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Maine State House, Augusta, ME 04330	2585218	23.77166666666667
700 W Jefferson St, Boise, ID 83720	Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	3105847	27.80527777777778
North Dakota State Capitol, Bismarck, ND 58501	Virginia State Capitol, Richmond, VA 23219	2633526	23.948611111111113
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Maryland State House, 100 State Cir, Annapolis, MD 21401	934431	8.569722222222222
400-498 N West St, Jackson, MS 39201	West Virginia State Capitol, Charleston, WV 25317	1287322	11.7175
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	West Virginia State Capitol, Charleston, WV 25317	1524476	13.97638888888889
State House, 107 North Main Street, Concord, NH 03303	West Virginia State Capitol, Charleston, WV 25317	1303076	12.18138888888889
Massachusetts State House, Boston, MA 02108	500 E Capitol Ave, Pierre, SD 57501	2862687	25.990833333333335
Nevada State Capitol, Carson City, NV 89701	500 E Capitol Ave, Pierre, SD 57501	2192372	19.86277777777778
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	1826496	16.678055555555556
Maryland State House, 100 State Cir, Annapolis, MD 21401	Virginia State Capitol, Richmond, VA 23219	230875	2.296666666666667
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	3769670	34.43888888888889
North Carolina State Capitol, Raleigh, NC 27601	Vermont State House, 115 State Street, Montpelier, VT 05633	1319088	12.4925
Louisiana State Capitol, Baton Rouge, LA 70802	400-498 N West St, Jackson, MS 39201	283870	2.6305555555555555
New Mexico State Capitol, Santa Fe, NM 87501	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	2331032	20.911666666666665
New Jersey State House, Trenton, NJ 08608	500 E Capitol Ave, Pierre, SD 57501	2535528	22.92972222222222
700 W Jefferson St, Boise, ID 83720	400-498 N West St, Jackson, MS 39201	3256677	29.30611111111111
Indiana State Capitol, Indianapolis, IN 46204	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	1263835	11.571388888888889
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	593674	5.222222222222222
North Dakota State Capitol, Bismarck, ND 58501	2 E Main St, Madison, WI 53703	1115357	10.044166666666667
402 S Monroe St, Tallahassee, FL 32301	Missouri State Capitol, Jefferson City, MO 65101	1496353	14.028888888888888
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	North Carolina State Capitol, Raleigh, NC 27601	1426809	13.190555555555555
Indiana State Capitol, Indianapolis, IN 46204	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	873206	8.295277777777779
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Massachusetts State House, Boston, MA 02108	1524831	14.299444444444445
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	1655113	15.069444444444445
Georgia State Capitol, Atlanta, GA 30334	North Dakota State Capitol, Bismarck, ND 58501	2501491	22.174444444444443
700 W Jefferson St, Boise, ID 83720	Wyoming State Capitol, Cheyenne, WY 82001	1185449	10.55638888888889
300 SW 10th Ave, Topeka, KS 66612	400-498 N West St, Jackson, MS 39201	1158756	11.0025
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	2 E Main St, Madison, WI 53703	799075	7.559166666666667
Louisiana State Capitol, Baton Rouge, LA 70802	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	1539070	15.27138888888889
Nevada State Capitol, Carson City, NV 89701	New Mexico State Capitol, Santa Fe, NM 87501	1693243	15.817222222222222
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	3648222	33.21222222222222
200 E Colfax Ave, Denver, CO 80203	New Mexico State Capitol, Santa Fe, NM 87501	628035	5.675277777777778
Michigan State Capitol, Lansing, MI 48933	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	3748085	33.44166666666667
Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	Oklahoma State Capitol, Oklahoma City, OK 73105	1468075	13.293333333333333
400-498 N West St, Jackson, MS 39201	500 E Capitol Ave, Pierre, SD 57501	1996477	18.362222222222222
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Indiana State Capitol, Indianapolis, IN 46204	1065356	10.381944444444445
Maine State House, Augusta, ME 04330	New Jersey State House, Trenton, NJ 08608	698330	6.790555555555556
L St & 10th St, Sacramento, CA 95814	700 W Jefferson St, Boise, ID 83720	894846	8.514444444444445
200 E Colfax Ave, Denver, CO 80203	2 E Main St, Madison, WI 53703	1554292	13.9325
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	West Virginia State Capitol, Charleston, WV 25317	1044556	9.495
Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	Virginia State Capitol, Richmond, VA 23219	2367739	21.315277777777776
Indiana State Capitol, Indianapolis, IN 46204	Maryland State House, 100 State Cir, Annapolis, MD 21401	962969	9.191944444444445
South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4617683	41.74583333333333
400-498 N West St, Jackson, MS 39201	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	666003	5.996944444444445
Virginia State Capitol, Richmond, VA 23219	Wyoming State Capitol, Cheyenne, WY 82001	2747570	24.87
Maine State House, Augusta, ME 04330	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	1732435	16.153333333333332
Massachusetts State House, Boston, MA 02108	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	1777219	16.496111111111112
200 E Colfax Ave, Denver, CO 80203	Oklahoma State Capitol, Oklahoma City, OK 73105	1083636	9.535277777777777
Georgia State Capitol, Atlanta, GA 30334	400-498 N West St, Jackson, MS 39201	614336	5.541388888888889
New Jersey State House, Trenton, NJ 08608	Virginia State Capitol, Richmond, VA 23219	455416	4.516944444444444
Massachusetts State House, Boston, MA 02108	Vermont State House, 115 State Street, Montpelier, VT 05633	289370	2.7591666666666668
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	700 W Jefferson St, Boise, ID 83720	2853423	25.184444444444445
Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	2 E Main St, Madison, WI 53703	815071	7.6075
Nevada State Capitol, Carson City, NV 89701	North Carolina State Capitol, Raleigh, NC 27601	4328609	38.8525
North Dakota State Capitol, Bismarck, ND 58501	West Virginia State Capitol, Charleston, WV 25317	2136037	19.404444444444444
New Jersey State House, Trenton, NJ 08608	North Carolina State Capitol, Raleigh, NC 27601	724043	6.948888888888889
Indiana State Capitol, Indianapolis, IN 46204	2 E Main St, Madison, WI 53703	535514	5.096388888888889
500 E Capitol Ave, Pierre, SD 57501	Virginia State Capitol, Richmond, VA 23219	2562885	23.285555555555554
State House, 107 North Main Street, Concord, NH 03303	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	1577218	14.745555555555555
New Jersey State House, Trenton, NJ 08608	Wyoming State Capitol, Cheyenne, WY 82001	2774047	25.05611111111111
400-498 N West St, Jackson, MS 39201	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	1662623	15.061666666666667
Minnesota State Capitol, St Paul, MN 55155	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1888668	16.8
Georgia State Capitol, Atlanta, GA 30334	Indiana State Capitol, Indianapolis, IN 46204	861058	7.981388888888889
700 W Jefferson St, Boise, ID 83720	Missouri State Capitol, Jefferson City, MO 65101	2460836	21.95916666666667
North Dakota State Capitol, Bismarck, ND 58501	Oklahoma State Capitol, Oklahoma City, OK 73105	1494640	14.765277777777778
200 E Colfax Ave, Denver, CO 80203	Indiana State Capitol, Indianapolis, IN 46204	1742380	15.568333333333333
Missouri State Capitol, Jefferson City, MO 65101	Utah State Capitol, Salt Lake City, UT 84103	1989694	18.076666666666668
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	500 E Capitol Ave, Pierre, SD 57501	1618094	14.431944444444444
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	Nevada State Capitol, Carson City, NV 89701	1439435	12.973055555555556
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	2912212	26.12638888888889
Indiana State Capitol, Indianapolis, IN 46204	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1760623	15.893611111111111
300 SW 10th Ave, Topeka, KS 66612	Missouri State Capitol, Jefferson City, MO 65101	352120	3.2605555555555554
Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	Wyoming State Capitol, Cheyenne, WY 82001	2060174	18.44611111111111
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	500 E Capitol Ave, Pierre, SD 57501	809818	7.162222222222222
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	451917	4.066666666666666
Georgia State Capitol, Atlanta, GA 30334	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1534179	13.697777777777778
New York State Capitol, State St. and Washington Ave, Albany, NY 12224	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	1365529	12.602222222222222
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Rhode Island State House, 82 Smith Street, Providence, RI 02903	140938	1.5366666666666666
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	2 E Main St, Madison, WI 53703	474235	4.506666666666667
Oklahoma State Capitol, Oklahoma City, OK 73105	Wyoming State Capitol, Cheyenne, WY 82001	1232122	10.689444444444444
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Oklahoma State Capitol, Oklahoma City, OK 73105	2528255	23.06833333333333
Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	3998563	36.00805555555556
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Wyoming State Capitol, Cheyenne, WY 82001	1702419	14.832777777777778
Vermont State House, 115 State Street, Montpelier, VT 05633	Virginia State Capitol, Richmond, VA 23219	1050640	10.086944444444445
400-498 N West St, Jackson, MS 39201	Oklahoma State Capitol, Oklahoma City, OK 73105	980722	8.903333333333334
Illinois State Capitol, Springfield, IL 62756	Indiana State Capitol, Indianapolis, IN 46204	331633	3.2391666666666667
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Illinois State Capitol, Springfield, IL 62756	1683332	15.560555555555556
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	1832197	16.561944444444446
State House, 107 North Main Street, Concord, NH 03303	Utah State Capitol, Salt Lake City, UT 84103	3789540	35.0375
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	1994652	18.935
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Wyoming State Capitol, Cheyenne, WY 82001	1925731	17.496388888888887
200 E Colfax Ave, Denver, CO 80203	Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	2802811	25.78611111111111
Maine State House, Augusta, ME 04330	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	2644828	24.156111111111112
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	New Jersey State House, Trenton, NJ 08608	1916564	17.464166666666667
Minnesota State Capitol, St Paul, MN 55155	Missouri State Capitol, Jefferson City, MO 65101	816553	7.780833333333334
Oregon State Capitol, 900 Court St NE, Salem, OR 97301	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	257602	2.6061111111111113
Illinois State Capitol, Springfield, IL 62756	State House, 107 North Main Street, Concord, NH 03303	1826951	17.735277777777778
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	North Carolina State Capitol, Raleigh, NC 27601	2033325	18.810833333333335
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Rhode Island State House, 82 Smith Street, Providence, RI 02903	2287910	21.03527777777778
200 E Colfax Ave, Denver, CO 80203	402 S Monroe St, Tallahassee, FL 32301	2618682	23.936944444444446
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	1791330	16.66583333333333
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	1282062	12.008611111111112
New Mexico State Capitol, Santa Fe, NM 87501	Virginia State Capitol, Richmond, VA 23219	2934829	26.29083333333333
Minnesota State Capitol, St Paul, MN 55155	Vermont State House, 115 State Street, Montpelier, VT 05633	2176956	20.704722222222223
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	West Virginia State Capitol, Charleston, WV 25317	1270293	11.675833333333333
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	1202866	11.0975
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	2897903	26.289166666666667
200 E Colfax Ave, Denver, CO 80203	Michigan State Capitol, Lansing, MI 48933	1938989	17.19
Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1381842	12.518888888888888
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Michigan State Capitol, Lansing, MI 48933	858932	7.764444444444444
New York State Capitol, State St. and Washington Ave, Albany, NY 12224	Rhode Island State House, 82 Smith Street, Providence, RI 02903	261924	2.602222222222222
Massachusetts State House, Boston, MA 02108	400-498 N West St, Jackson, MS 39201	2281091	20.94638888888889
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	3997144	36.134166666666665
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	3611622	32.29694444444444
Oklahoma State Capitol, Oklahoma City, OK 73105	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	3237920	28.89388888888889
Michigan State Capitol, Lansing, MI 48933	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	987696	9.139722222222222
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	500 E Capitol Ave, Pierre, SD 57501	1811441	16.343611111111112
State House, 107 North Main Street, Concord, NH 03303	North Dakota State Capitol, Bismarck, ND 58501	2914129	27.160555555555554
L St & 10th St, Sacramento, CA 95814	Louisiana State Capitol, Baton Rouge, LA 70802	3538731	31.1025
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	402 S Monroe St, Tallahassee, FL 32301	3034934	26.629444444444445
State House, 107 North Main Street, Concord, NH 03303	Vermont State House, 115 State Street, Montpelier, VT 05633	179010	1.801111111111111
L St & 10th St, Sacramento, CA 95814	Oklahoma State Capitol, Oklahoma City, OK 73105	2613800	23.4225
Oregon State Capitol, 900 Court St NE, Salem, OR 97301	Wyoming State Capitol, Cheyenne, WY 82001	1944950	17.691388888888888
402 S Monroe St, Tallahassee, FL 32301	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	1332540	12.580833333333333
Nevada State Capitol, Carson City, NV 89701	Rhode Island State House, 82 Smith Street, Providence, RI 02903	4660609	41.84861111111111
Indiana State Capitol, Indianapolis, IN 46204	Utah State Capitol, Salt Lake City, UT 84103	2476810	22.338333333333335
Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	Virginia State Capitol, Richmond, VA 23219	988289	9.033333333333333
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	West Virginia State Capitol, Charleston, WV 25317	1052764	9.833333333333334
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	2148020	19.5825
Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	2 E Main St, Madison, WI 53703	1307343	12.206388888888888
Massachusetts State House, Boston, MA 02108	North Dakota State Capitol, Bismarck, ND 58501	2933033	26.647222222222222
West Virginia State Capitol, Charleston, WV 25317	Wyoming State Capitol, Cheyenne, WY 82001	2241251	20.226388888888888
402 S Monroe St, Tallahassee, FL 32301	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1400273	12.708055555555555
